# SABCEMM Data Export
# Collector: wealth
# Quantity: wealth
# Method: full
# Group ID: -1
# Simulation: cross_simulation_0
# Number of Series: 1
# Time Steps: 1001
#
TimeStep,Series_0
0,2
1,1.98801685029836
2,1.98138874217165
3,1.97223685141502
4,1.98020156755753
5,1.97733813112128
6,1.98176430770717
7,1.9798399837045
8,1.98647965293155
9,1.98912757245783
10,1.999704285312
11,2.01548775781995
12,2.00842372126376
13,2.00750938840493
14,1.99994265059873
15,2.00618591393844
16,2.0196323655438
17,2.02618501642803
18,2.02160478255792
19,2.02021139055849
20,2.02432626121804
21,2.0088991627575
22,2.0238572814572
23,2.02008719135121
24,2.019399013115
25,2.02056513408275
26,2.0144435203418
27,2.01691178543815
28,2.01808189514312
29,2.0151380055649
30,2.01452007686878
31,2.01619301335336
32,2.01760080219089
33,2.0150574390742
34,2.02586531855958
35,2.02258727670265
36,2.02303121163731
37,2.01853032640136
38,2.00985285662498
39,2.01573153837729
40,2.00887336855051
41,2.01154457981232
42,2.01148626474589
43,2.02208059919275
44,2.03097078804227
45,2.01990877506017
46,2.01722479100172
47,2.01014629822983
48,2.0235858452635
49,2.0245383003933
50,2.01753608709856
51,2.0161114366313
52,2.01291312382751
53,2.01546982118397
54,2.0216942171695
55,2.02550648176909
56,2.03170267203259
57,2.02289137000548
58,2.02319628873327
59,2.01584126799325
60,2.01650835712781
61,2.01397188237179
62,2.018431196699
63,2.02197233460995
64,2.03302623259769
65,2.02950881948502
66,2.03219185699379
67,2.03828779501765
68,2.048375279969
69,2.04962535737904
70,2.05622085366201
71,2.06009471119619
72,2.05936441606173
73,2.05290735682346
74,2.05214341396103
75,2.05424182648988
76,2.05100923119947
77,2.06006686699378
78,2.063378276358
79,2.05597801988703
80,2.06234809251372
81,2.07353620780814
82,2.07657891245562
83,2.0718440962021
84,2.06850549207972
85,2.07240073505616
86,2.07482462296963
87,2.07479542921608
88,2.07396689843371
89,2.06807723459017
90,2.06151280302802
91,2.06228041572529
92,2.06319040068774
93,2.06260919268468
94,2.06163665560079
95,2.05361470532513
96,2.06543926096728
97,2.07201931204419
98,2.06450265465292
99,2.0675829226536
100,2.0662256709614
101,2.06645748003239
102,2.06744780492467
103,2.05938924670721
104,2.05877023367918
105,2.05408664464901
106,2.0441466087261
107,2.05052675919149
108,2.04707335753279
109,2.04232283772562
110,2.0376789343431
111,2.03785266317243
112,2.04104136887778
113,2.04628616478723
114,2.04163265305007
115,2.05041376315935
116,2.04045331283291
117,2.04045652276328
118,2.04565994574179
119,2.0449791311653
120,2.04016301265875
121,2.0378080879684
122,2.02557697547246
123,2.01908598169114
124,2.01515689201563
125,2.0136484083239
126,2.00500723804138
127,2.00554967167628
128,2.00559923830532
129,2.0100795866979
130,1.99905745762968
131,2.00653237128456
132,2.00039842808259
133,2.00005395189865
134,1.99028325548971
135,1.98475748622037
136,1.98578822414154
137,1.98784667710158
138,1.99559830763745
139,1.99304734832983
140,1.9988142585806
141,1.99640297073024
142,2.00248650499555
143,2.01073574746364
144,2.00650186040124
145,2.01133531204772
146,2.00796216082502
147,2.00967731932051
148,2.01835585037823
149,2.01079349115315
150,2.00914987554598
151,2.01201913774827
152,2.00257017778508
153,2.00311803542001
154,2.0080676976066
155,2.00172132212742
156,1.9909339882831
157,1.9835564875153
158,1.98539831023777
159,1.99148307800448
160,1.9826617842463
161,1.98588548880438
162,1.98185614780637
163,1.97374230092685
164,1.97023721392462
165,1.96274698000364
166,1.96573413435997
167,1.96211326288774
168,1.95735736174613
169,1.9542241151259
170,1.9546308097018
171,1.96161634113051
172,1.95804769474028
173,1.95505189733002
174,1.95794222219773
175,1.95626450102001
176,1.95956616264349
177,1.95891005593958
178,1.96231183221882
179,1.97136084727649
180,1.96882175365775
181,1.97368215083024
182,1.9668323631239
183,1.94941595377168
184,1.942384280352
185,1.94808835900462
186,1.93522226189783
187,1.94226310174142
188,1.93410275209453
189,1.93037821168107
190,1.93515069230224
191,1.94736816829168
192,1.94907619118696
193,1.94497933743619
194,1.94947725464629
195,1.94800721906512
196,1.95411003007624
197,1.96299360761248
198,1.96033463278998
199,1.95820625388076
200,1.95903460432708
201,1.96091714766118
202,1.94908779576295
203,1.94255658864617
204,1.95038216285735
205,1.94582282903027
206,1.94866585529404
207,1.95094190378636
208,1.94709151090434
209,1.9522407770688
210,1.95903161292265
211,1.95613929853782
212,1.94756665466542
213,1.95282483566122
214,1.95930167032004
215,1.96129394507825
216,1.94866468902365
217,1.95346489300974
218,1.96173103494878
219,1.96269980243874
220,1.97063259441391
221,1.96638873492399
222,1.96906935723277
223,1.96403092734652
224,1.95614364022838
225,1.96019271231123
226,1.96552620690946
227,1.96066856205948
228,1.96557585889378
229,1.96637789236575
230,1.97313686510547
231,1.97255580864289
232,1.97214611816577
233,1.97380294021255
234,1.97879935968595
235,1.97866097921279
236,1.97973315366993
237,1.97586521922346
238,1.97533184429102
239,1.97167093515975
240,1.97315459235216
241,1.97258717395239
242,1.97711944390242
243,1.97785900360052
244,1.98119774117718
245,1.97641310408063
246,1.976382254196
247,1.9709690177011
248,1.97706955443351
249,1.96514514527789
250,1.95568211902444
251,1.96478811807192
252,1.9570744600728
253,1.94680155456597
254,1.95149364523703
255,1.95262544127786
256,1.95638365154445
257,1.95726681303294
258,1.95270993401356
259,1.95912634415225
260,1.96342995885325
261,1.9580194841881
262,1.96002806311544
263,1.94604677193058
264,1.94501733442479
265,1.94864891337225
266,1.95400991202033
267,1.94143489434677
268,1.93681190011493
269,1.93536251989588
270,1.92843328642736
271,1.92254913941351
272,1.91916680588732
273,1.91450736253163
274,1.91584982539282
275,1.90774034188179
276,1.91327945629895
277,1.90780590506696
278,1.90986036812565
279,1.91062779364498
280,1.9077984794606
281,1.90848819775713
282,1.90723050014165
283,1.91194508045577
284,1.90809256189309
285,1.90412620224654
286,1.90627791329253
287,1.90171944665539
288,1.89618971263249
289,1.89891021204896
290,1.89966771370432
291,1.90123755051241
292,1.89859765771435
293,1.89607511999412
294,1.89211662302978
295,1.88953869900442
296,1.88732330170563
297,1.89392347038284
298,1.89779932606823
299,1.89363867884468
300,1.89016136078932
301,1.89762580101693
302,1.90313515722507
303,1.89621500813504
304,1.89379720041649
305,1.8977142810808
306,1.905083657906
307,1.91360217383724
308,1.91623910873529
309,1.92399916857623
310,1.91998736825092
311,1.91643160172213
312,1.9140936117764
313,1.91664573837658
314,1.91668248729776
315,1.91667541239811
316,1.91264214395639
317,1.91397224361736
318,1.91400977243657
319,1.91170295205312
320,1.91044998855421
321,1.90863112015955
322,1.91566725971652
323,1.91629001863071
324,1.9153464034026
325,1.90949369757562
326,1.90637151596543
327,1.90945587117303
328,1.91478250636653
329,1.91453447685505
330,1.9077174986653
331,1.92109841545851
332,1.9172680160797
333,1.91685164722371
334,1.91053870691527
335,1.91843133632408
336,1.92181778896548
337,1.9174359057265
338,1.91935807038894
339,1.92103206169867
340,1.92666771167177
341,1.92102897737326
342,1.92146075307803
343,1.913495762876
344,1.90905126375871
345,1.90286981409061
346,1.90507376400765
347,1.90002748240638
348,1.90184420443375
349,1.90270225149631
350,1.89905734311126
351,1.89566011306656
352,1.90184964515735
353,1.91422244201734
354,1.912883635885
355,1.92227031877408
356,1.92113643787552
357,1.91359196975559
358,1.91523495492115
359,1.91042817669331
360,1.92483987308202
361,1.92832051571064
362,1.92983041266836
363,1.92942241625779
364,1.9294490386978
365,1.92366682937363
366,1.92262805693271
367,1.92629686026045
368,1.9290319992811
369,1.92465056411389
370,1.92899815527328
371,1.93195799276263
372,1.92538696533658
373,1.93355487413119
374,1.92932473001193
375,1.93023972070949
376,1.94111663964277
377,1.94661845427602
378,1.94895662075488
379,1.94894991157482
380,1.94771692333899
381,1.95548876337336
382,1.95430062660012
383,1.9479011966048
384,1.94917107666121
385,1.94805155967316
386,1.94688013515468
387,1.95054101204218
388,1.94859957754529
389,1.94462949547784
390,1.94347226079043
391,1.94846158882767
392,1.94799883612544
393,1.9419926216519
394,1.94480123490436
395,1.9464669465112
396,1.952265877779
397,1.94735605994527
398,1.94744145585069
399,1.9500551368369
400,1.94980735883449
401,1.94349882260749
402,1.93783124016883
403,1.93495160732437
404,1.93677968914394
405,1.933634239829
406,1.92593026371234
407,1.93005553012758
408,1.92368988533991
409,1.91964514322789
410,1.92105789579165
411,1.91802610522764
412,1.91258344735385
413,1.91918813411182
414,1.92308979100178
415,1.93608947232471
416,1.92982157931086
417,1.93252678473786
418,1.94135709004231
419,1.94611342423154
420,1.95072740321413
421,1.95293483479944
422,1.95985941008918
423,1.96393941715435
424,1.97014978494477
425,1.95658801210057
426,1.9489511997227
427,1.95723707224961
428,1.95418603589058
429,1.96644866699488
430,1.96123075593418
431,1.95719954312647
432,1.94997083265942
433,1.95078425882386
434,1.94792863673549
435,1.94895257152782
436,1.96320699867779
437,1.96046166859242
438,1.95205325413673
439,1.95312425453191
440,1.9550632233484
441,1.96316083765195
442,1.96373979958155
443,1.96231503064441
444,1.96632027986173
445,1.96876698660321
446,1.97095197055921
447,1.96922163308504
448,1.97207318333884
449,1.97412443505616
450,1.97513790842567
451,1.97479178286096
452,1.9771282847326
453,1.97498323830444
454,1.977607620331
455,1.96471672407844
456,1.97105381310139
457,1.96257900491144
458,1.9621106499334
459,1.96543123004945
460,1.96543535376301
461,1.95929001729075
462,1.95997517536401
463,1.95956367888194
464,1.959195496014
465,1.95719767317643
466,1.95076528700444
467,1.94912441066273
468,1.94423782431072
469,1.94860988498088
470,1.95210548904658
