# SABCEMM Data Export
# Collector: price
# Quantity: price
# Method: full
# Group ID: -1
# Simulation: fw_sim_0
# Number of Series: 1
# Time Steps: 501
#
TimeStep,Series_0
0,2.71828182845905
1,2.71828182845905
2,2.73046191692851
3,2.85001921921075
4,2.80943349196595
5,2.8271526723849
6,2.76444740707531
7,2.84213874481192
8,2.87191855249201
9,2.80531745514941
10,2.91774307570705
11,2.84853537546942
12,2.78026549958571
13,2.80406075411664
14,2.85406126601623
15,2.77933471708116
16,2.78651303726183
17,2.8139708960147
18,2.88980823230292
19,3.03173179408226
20,3.11171782876577
21,3.22534848803598
22,3.32040846980935
23,3.27092491032475
24,3.24555906675001
25,3.23611111828823
26,3.21816907608251
27,3.26593220698836
28,3.20782823310528
29,3.22418340451181
30,3.21669102616482
31,3.20399732154792
32,3.20985211170413
33,3.17077372527094
34,3.13464983550259
35,3.10927265093212
36,3.11717920543714
37,3.14632952097528
38,3.24696743495412
39,3.24292551122664
40,3.26209940662539
41,3.30295953318322
42,3.3106878159394
43,3.32939158584706
44,3.32470979099074
45,3.29001941499514
46,3.33527609581483
47,3.34172891523775
48,3.35436652568095
49,3.32894478169419
50,3.32916107707709
51,3.32206891390934
52,3.35260644889217
53,3.40293537098073
54,3.359180448865
55,3.33729336403415
56,3.35954190036941
57,3.34194119745457
58,3.35692078764987
59,3.34777113886035
60,3.2988190845374
61,3.26663716488582
62,3.23076734897819
63,3.28232325015445
64,3.27494109853024
65,3.24463960237694
66,3.2884836422365
67,3.26249769852924
68,3.29920395185404
69,3.29010634061887
70,3.34362786643747
71,3.37530517734748
72,3.4007920450741
73,3.39329754614801
74,3.36778152385868
75,3.31719285072372
76,3.31250259643879
77,3.23178632539376
78,3.25276722327222
79,3.29481281420146
80,3.30776470694815
81,3.2801109009259
82,3.28239654217849
83,3.36535245279621
84,3.32152346146665
85,3.26653801139505
86,3.27181337427864
87,3.28692355998865
88,3.2945725380205
89,3.30979793094022
90,3.29781788100183
91,3.28697319993762
92,3.28823335666555
93,3.25806630792702
94,3.24056224416709
95,3.1911138668624
96,3.1814874006278
97,3.20080040731869
98,3.1331617221603
99,3.13244670721472
100,3.17201927929184
101,3.09973508815128
102,3.09640567318257
103,3.04770178820503
104,2.99772614864981
105,3.01405797089701
106,2.9394219597915
107,2.97956483492063
108,3.00636411941316
109,3.06643608067225
110,3.03115149563155
111,3.16789172845853
112,3.02438477684188
113,3.00444778166464
114,2.94174284666788
115,3.03032330557707
116,3.06630348525913
117,2.98923834756669
118,3.04426006312048
119,3.06132232613585
120,3.10106115297409
121,2.94774923655141
122,2.94887261547305
123,2.88767918666547
124,2.79056285549481
125,2.60625244890874
126,2.51614499579555
127,2.52406720826504
128,2.58982973962723
129,2.5618419254024
130,2.57406958365544
131,2.48889300838914
132,2.48870929077353
133,2.45465859994112
134,2.5945078861405
135,2.64387434034096
136,2.613115427472
137,2.60970641720316
138,2.55202777408734
139,2.34130872814433
140,2.32353798662094
141,2.12264745872508
142,2.08489386426402
